name	CAS_num	aroma	flavor
Sclareolide	"1216-84-8
564-20-5"	earthy|woody	vegetal
Scotch Spearmint Oil	91770-24-0	minty vegetal|herbal	vegetal sharp|spicy minty vegetal|herbal
Sec-Butyl Ethyl Ether	2679-87-0	sharp|chemical	
Sec-Butylamine	13952-84-6	sharp|chemical	savory|meaty fruity starchy
Serpentaria		sharp|sour sharp|spicy vegetal|herbal	
Sesame		savory|cooked sharp|sour earthy|nutty	savory savory|cooked vegetal sharp|bitter fatty earthy|nutty brown
Simaruba		sharp|sour fatty	
Skatole	83-34-1	sharp|repugnant	fruity
Sloe (Berries) Extract	90105-94-5	dairy	
Sloe (Berries) Extract, Solid		dairy	
Snakeroot, Canadian	8016-69-1	sharp|spicy vegetal|herbal	sharp|spicy vegetal|herbal
Sodium 2-(4-Methoxyphenoxy)Propanoate	13794-15-5		vegetal fruity
Sodium 3-Mercaptooxopropionate	10255-67-1	vegetal	
Sodium 3-Methoxy-4-Hydroxycinnamate	24276-84-4	floral	
Sodium 4-Methoxybenzoyloxyacetate	17114-82-8	savory|cooked	
Sodium Benzoate	532-32-1	sharp|sour brown	sharp|sour
Sodium Citrate	"68-04-2
8055-55-8
19287-96-8"		sharp|sour
Sodium Diacetate	126-96-5	sharp|sour	
Sorbitan Monostearate	1338-41-6	sharp|sour	
Spearmint		minty vegetal|herbal	minty vegetal|herbal
Spearmint Extract	84696-51-5		minty fatty vegetal|herbal
Spearmint Oil	8008-79-5	fatty	vegetal|herbal vegetal minty sharp|spicy fatty
Star Anise		dairy	floral
Star Anise Oil	68952-43-2	fatty vegetal|herbal	
Stearic Acid	"609343-71-7
68937-76-8
134503-33-6
39390-61-9
58392-66-8
8013-28-3
8023-06-1
57-11-4
8037-83-0
8037-40-9
8039-52-9
8039-53-0
8039-54-1
82497-27-6
126539-56-8
30399-84-9
57485-56-0
85404-83-7
8039-51-8"	sharp|sour fatty	sharp|sour fatty
Storax	8046-19-3	sharp|sour brown sharp|spicy dairy	
Storax Extract		dairy	floral
Storax Oil		sharp|sour brown fatty sharp|spicy	floral
Strawberry		sharp|sour fruity|berry	sharp|sour fruity|berry
Styrene	100-42-5	sharp|sour floral brown	
Sucrose Octaacetate	126-14-7		sharp|sour sharp|bitter
Sugar Beet Extract Flavor Base	8016-79-3		sweet earthy vegetal|vegetable
Sugar Beet Juice Extract	8016-79-3		sweet earthy vegetal|vegetable
Sulfur Dioxide	7446-09-5	sharp|sulfurous sharp|sour	
Tagetes		fruity sharp|bitter vegetal|herbal	
Tagetes Meal And Extract		fruity sharp|bitter vegetal|herbal	
Tagetes Oil	8016-84-0	floral vegetal|herbal dairy minty fatty	
Tamarind		fruity vegetal sharp|sour	vegetal sharp|sour
Tamarind Extract	84961-62-6	sweet	sharp|sour
Tangelo Oil	72869-73-9	fruity|citrusy	
Tannic Acid	1401-55-4	sharp|sour	
Tansy Oil	8016-87-3	sharp|spicy fatty	
Tarragon	"140-67-0
1407-27-8
77525-18-9"	vegetal sharp|spicy vegetal|herbal	savory|meaty floral vegetal|herbal vegetal sharp|sour
Tarragon Oil	8016-88-4	savory|fishy sharp|spicy fatty dairy	
Taurine	107-35-7		vegetal sharp|sour sharp|bitter
Tea Extract	84650-60-2	vegetal floral earthy|woody vegetal|herbal	fruity floral
Tea Tree Oil	68647-73-4	vegetal|herbal dairy sharp|spicy sharp|bitter brown	vegetal sharp|spicy
Terpinolene	586-62-9	earthy|woody fruity|citrusy	sharp|sour earthy|woody fruity|citrusy
Terpinyl Acetate		vegetal|herbal	earthy|woody
Terpinyl Butyrate	2153-28-8	vegetal|herbal fruity dairy sharp|sour brown	sharp|sour brown sharp|bitter
Terpinyl Cinnamate		sharp|sour fruity brown liquorlike	fruity sharp|spicy
Terpinyl Formate	2153-26-6	floral sharp|bitter fruity|citrusy	floral sharp|bitter fruity|citrusy
Terpinyl Isobutyrate	7774-65-4	fruity floral sharp|sour vegetal|herbal	fruity
Terpinyl Isovalerate	1142-85-4	floral earthy|woody	fruity sharp|bitter
Terpinyl Propionate			floral sharp|bitter
Tetradec-2-Enal	51534-36-2	fruity|citrusy	savory|meaty fruity fruity|citrusy
Tetrahydro-Pseudo-Ionone	"1322-58-3
4433-36-7"	sharp|sour floral brown earthy|woody	fruity
Tetrahydrofurfuryl Acetate	637-64-9	fruity sharp|sour	fruity
Tetrahydrofurfuryl Alcohol	"93842-55-8
72074-94-3
82853-20-1
97-99-4"	sweet brown earthy|nutty sharp|bitter	brown earthy|nutty sharp|bitter
Tetrahydrofurfuryl Butyrate	2217-33-6	fruity sharp|sour	earthy fruity fruity|berry
Tetrahydrofurfuryl Propionate	637-65-0	sweet fruity brown	sweet fruity brown
Tetrahydrogeraniol	106-21-8	floral	
Tetrahydrolinalool	"57706-88-4
78-69-3"	sweet floral brown	
Tetrahydrolinalool	"57706-88-4
78-69-3"	floral fruity|citrusy	floral vegetal|herbal fruity sharp|bitter fruity|citrusy
Tetramethylethylcyclohexenone		sweet fruity brown dairy	sweet fruity brown
Thaumatin	53850-34-3	fruity	vegetal
Thaumatin B-Recombinant			vegetal
Theobromine	83-67-0		sharp|bitter
Thiazole	288-47-1		vegetal
Thioacetic Acid	507-09-5	savory|meaty savory|cooked brown	vegetal
Thiolactic Acid		savory|meaty savory|cooked sharp|sour	savory|meaty
Thistle, Blessed		sharp|sour sharp|bitter	floral sharp|bitter vegetal|herbal
Thujan-4-Ol	546-79-2	earthy	sharp|bitter earthy|woody fruity|citrusy
Thujyl Alcohol	21653-20-3		savory|meaty fruity vegetal|herbal
Thyme (Thymus Serpyllum L.)		sharp|bitter	
Thyme (Wild Or Creeping) Extract (Thymus Serpyllum L.)			fatty vegetal|herbal
Thyme Oil (Thymus Vulgaris L. & T. Zygis Var. Gracilis Boiss.)		fatty	sharp|spicy fatty vegetal|herbal
Thyme Oleoresin		fatty	
Thymol	89-83-8	sharp|spicy vegetal|herbal	
Thymol	89-83-8	sharp|spicy vegetal|herbal	sharp|spicy
Tolu Balsam (Gum)	9000-64-0	brown|vanilla floral dairy sharp|sour fatty brown	
Tolu Balsam Extract		dairy	
Tolualdehyde Glyceryl Acetal (Mixed O-, M-, P-)	1333-09-1		sharp|bitter earthy|nutty
Tolualdehydes, Mixed (O-, M-, P-)		sharp|bitter earthy|nutty vegetal|herbal	fruity
Tomato Lycopene	502-65-8	sharp|sour brown	sharp|sour brown
Tonka Beans		brown|vanilla sharp|sour	brown|vanilla starchy dairy
Tragacanth Gum		fruity	
Trans And Cis 2,4,8-Trimethyl-3,7-Nonadien-2-Ol	479547-57-4	fruity	
Trans, Trans-2,4-Dodecadienal (2E,4E)-	21662-16-8	savory|meaty fatty	
Trans, Trans-2,4-Hexadienal	142-83-6	fruity|citrusy	
Trans,Trans-2,4-Octadienal	30361-28-5	sharp|sour	
Trans- And Cis-1-Methoxy-1-Decene	79930-37-3	fruity floral	
Trans-2-Decenol	"22104-80-9
18409-18-2"	floral	savory|meaty fruity floral fatty
Trans-2-Hexenoic Acid	13419-69-7	sharp|sour	
Trans-2-Hexenyl 2-Methylbutyrate	94089-01-7	fruity	
Trans-2-Methyl-2-Butenoic Acid	"13201-46-2
80-59-1"	sharp|sour sharp|spicy	
Trans-2-Nonen-1-Ol	31502-14-4	sharp|sour	
Trans-2-Nonen-4-One	27743-70-0	fruity	
Trans-2-Trans-4-Heptadien-1-Ol	33467-79-7	fruity	savory|meaty fruity earthy|nutty
Trans-2-Trans-4-Nonadiene	56700-78-8		vegetal fruity sweet
Trans-3-Heptenyl 2-Methylpropanoate	67801-45-0	fruity	fruity
Trans-3-Hexenol	928-97-2	vegetal	vegetal|herbal
Trans-3-Hexenyl Acetate	3681-82-1	fruity	fruity floral
Trans-4-Hexenal	25166-87-4	vegetal	
Trans-4-Nonenal	2277-16-9	sweet fruity	fruity vegetal|herbal
Trans-4-Octenoic Acid	18294-89-8	fatty	
Trans-Alpha-Damascone	24720-09-0	fruity fruity|berry	savory|meaty fruity
Trans-Anethole	4180-23-8	sharp|spicy vegetal|herbal	
Triacetin	102-76-1	fruity	sharp|bitter
Tributyl Acetylcitrate		vegetal|herbal	fruity
Tridecanal	10486-19-8	fruity|citrusy	
Tridecanal	10486-19-8	sharp|bitter fruity|citrusy	sharp|bitter fruity|citrusy
Tridecanoic Acid	211-341-1	earthy|woody	
Triethyl Citrate	77-93-0	sharp|sour fruity|citrusy	sharp|bitter
Triethylamine	121-44-8		savory|meaty fruity starchy
Triethylamine Oxide	1184-78-7		savory|meaty fruity starchy
Trimethylamine	"75-50-3
4558-12-7"	sharp|sour sharp|chemical	
Trimethyloxazole	20662-84-4	savory|meaty earthy|nutty	savory|meaty fruity brown|chocolate sharp|bitter
Tripropylamine	102-69-2		savory|meaty fruity starchy
Trithioacetone	828-26-2	sharp|sulfurous	fruity sharp|bitter fruity|citrusy
Tuberose		floral	
Tuberose Lactone	153175-57-6	dairy vegetal|herbal	
Tuberose Oil	8024-05-3	floral dairy	floral
Turmeric	"15845-47-3
8024-37-1
33171-04-9
73729-23-4
79257-48-0
91884-86-5"	vegetal|herbal fruity vegetal sharp|spicy fatty	vegetal sharp|spicy sharp|bitter vegetal|herbal
Turmeric Extract		savory|meaty	
Turmeric Oleoresin	129828-29-1	fatty	vegetal|herbal
Turpentine (Gum)	9005-90-7	sharp|sour brown sharp|bitter	sharp|bitter
Turpentine, Steam-Distilled	8006-64-2	sharp|sour brown dairy	
Tyramine	51-67-2	savory|meaty	savory|meaty vegetal
Undecanal	112-44-7	floral	
Undecanal	112-44-7	sweet fruity floral sharp|sour	floral
Undecanal Propyleneglycol Acetal	74094-62-5	floral	floral
Undecanoic Acid	112-37-8	sharp|sour fatty	
Undecen-1-Ol	112-43-6	sharp|sour fruity|citrusy	sharp|sour fruity|citrusy
Undecyl Alcohol	112-42-5	floral fruity|citrusy	fruity|citrusy
Valeraldehyde Propyleneglycol Acetal	74094-60-3	earthy|nutty	vegetal fruity earthy|nutty
Valerian		sharp|sour brown	
Valerian Root Extract	8057-49-6	starchy	earthy earthy|nutty
Valerian Root Oil	8008-88-6	sharp|sour fatty dairy	
Valeric Acid	109-52-4	sharp|sour	sharp|sour
Vanilla	"121-33-5
52447-63-9
8014-42-4"	brown|vanilla dairy	
Vanilla Extract	8024-06-4	brown|vanilla fruity	brown|vanilla fruity fatty earthy|dry
Vanilla Oleoresin	8023-78-7	dairy	
Vanillin	121-33-5	brown|vanilla fatty	
Vanillin	121-33-5	brown|vanilla	brown|vanilla
Vanillin Acetate	881-68-5	sharp|sour floral brown brown|vanilla	sharp|sour floral brown
Vanillin Isobutyrate	20665-85-4	brown vegetal|herbal	
Vanillin, Natural	121-33-5		brown|vanilla
Vanillyl Alcohol	498-00-0	sharp|sour brown brown|vanilla	
Vanillyl Butyl Ether	82654-98-6	brown|vanilla sharp|sour	
Vanillyl Ethyl Ether	13184-86-6	savory|cooked	savory|cooked
Vanillylidene Acetone	1080-12-2		sharp|sour brown
Veratraldehyde	120-14-9	brown|vanilla earthy|woody	brown|vanilla earthy|woody
Veratraldehyde	120-14-9	brown|vanilla earthy|woody	brown|vanilla brown|chocolate earthy|woody sharp|bitter
Verbenol	473-67-6	earthy|woody	
Verbenone	"5480-12-6
18309-32-5"	sharp|spicy	savory|meaty fruity
Veronica		vegetal sharp|bitter fatty	sharp|bitter
Vervain, European			floral fatty
Vetiver		savory earthy|woody sharp|sour vegetal|vegetable earthy brown	vegetal|vegetable
Vetiver Oil	8016-96-4	earthy earthy|woody vegetal|vegetable	vegetal|vegetable
Vetiverol	"65380-59-8
89-88-3"	sharp|sour brown earthy|woody	savory|meaty fruity earthy|woody
Vetiveryl Acetate	"117-98-6
62563-80-8"	earthy|woody	savory|meaty fruity earthy|woody
Violet		vegetal floral	floral sharp|bitter
Violet Leaves Absolute (V. Odorata L.)	8024-08-6	floral dairy	
Vitamin B1	"115461-66-0
55463-15-5
57777-32-9
59-43-8
100660-17-1"		sharp|bitter
Walnut		sharp|sour	vegetal sharp|bitter earthy|nutty
Walnut Leaves Extract		vegetal|herbal	
Whortleberry			sharp|sour
Wintergreen		brown|vanilla minty sharp|sour vegetal|herbal	minty vegetal|herbal
Wintergreen Extract	90045-28-6	dairy	
Wintergreen Oil	68917-75-9	fatty dairy	
Woodruff, Sweet		vegetal vegetal|herbal	vegetal vegetal|herbal
Yarrow Herb		vegetal	sharp|bitter fatty
Yerba Santa		sharp|sour sweet brown	sharp|sour sweet brown
Ylang-Ylang		floral sharp|bitter	sharp|bitter
Ylang-Ylang Oil	8006-81-3	floral fatty dairy	
Yucca (Mohave) Extract		sweet brown	
Zedoary		vegetal sharp|spicy vegetal|herbal	sharp|spicy fatty sharp|bitter
Zingerone	122-48-5	sharp|spicy vegetal|herbal	brown|vanilla vegetal|herbal sweet sharp|sour sharp|spicy brown
a-Amylcinnamaldehyde	122-40-7	floral vegetal|herbal	
a-Hexylcinnamaldehyde	101-86-0	floral vegetal|herbal	
b-Damascenone	23726-93-4		floral fatty
b-Methyl-c-octalactone	39212-23-2	sharp|sulfurous sharp|sour	
b-Pinene	727-97-3	minty fatty vegetal|herbal	
c-Decalactone	706-14-9	fruity floral	fruity
c-Nonalactone	104-61-0	floral brown	
c-Octalactone	104-50-7	fruity floral brown	
c-Terpinene		fruity|citrusy vegetal|herbal	
c-Undecalactone	104-67-6	fruity	
catalyst		earthy|woody	
cis-Jasmone	488-10-8	floral	
d-Decalactone	705-86-2	fruity brown	
d-Dodecalactone	713-95-1	fruity	fatty dairy
danides		vegetal	
hydrolysis		floral	
ketone	"50-00-0
30525-89-4
12795-06-1
112068-71-0
8005-38-7
8006-07-3
8013-13-6
53026-80-5"		fruity fruity|berry
	16509-46-9	floral fruity|citrusy	
	34902-57-3	earthy|woody	
methyltetralin	"31291-71-1
1559-81-5"	floral sweet fruity fatty brown	fruity floral sharp|sour
monoperoxysulfate	"28831-12-1
156736-99-1"		sweet fruity brown sharp|bitter
nalool	126-91-0	floral	
	1937-45-8		vegetal|herbal
	140194-26-9	vegetal|herbal	vegetal|herbal
	23787-90-8	earthy earthy|woody	
p-Anisaldehyde	123-11-5	vegetal|herbal	
trans,4-trans-Decadienal	25152-84-5		savory|meaty
trans-2-Hexen-l-ol	928-95-0	sweet fruity	
trans-2-Hexenal	6728-26-3	vegetal|herbal	vegetal fruity
trans-Anethole	4180-23-8	fruity floral vegetal|herbal	vegetal|herbal
trimethylpyrazine	14667-55-1	savory|cooked earthy|nutty	
Α, Α-Dimethylbenzyl Isobutyrate	7774-60-9	fruity sharp|sour	
Α,Α-Dimethylphenethyl Acetate	151-05-3	fruity floral	
Α,Α-Dimethylphenethyl Alcohol	100-86-7	floral sharp|bitter	floral sharp|bitter
Α,Α-Dimethylphenethyl Butyrate	10094-34-5	fruity sharp|sour vegetal|herbal	fruity floral
Α,Α-Dimethylphenethyl Formate	10058-43-2	sharp|sour floral sharp|spicy vegetal|herbal	floral sharp|spicy vegetal|herbal
Α-Amylcinnamyl Acetate	7493-78-9	sharp|sour fruity floral brown	earthy fruity floral
Α-Amylcinnamyl Formate	7493-79-0	vegetal|herbal	
Α-Amylcinnamyl Isovalerate	7493-80-3	vegetal fruity sharp|sour vegetal|herbal	vegetal sharp|spicy
Α-Angelica Lactone	591-12-8	sharp|sour vegetal|herbal	
Α-Butylcinnamaldehyde	7492-44-6	floral	
Α-Campholenic Alcohol	1901-38-8	fruity|berry	
Α-Damascone	43052-87-5	fruity floral	
Α-Ethylbenzyl Butyrate		fruity floral	fruity
Α-Furfuryl Octanoate	39252-03-4	brown	brown
Α-Furfuryl Pentanoate		fruity	fruity
Α-Hexyl Cinnamaldehyde	101-86-0	floral starchy	
Α-Ionol	25312-34-9		sweet earthy|woody
Α-Ionone	127-41-3	floral sharp|sour fruity|berry	earthy|woody
Α-Irone			earthy|woody
Α-Isobutylphenethyl Alcohol	7779-78-4	floral vegetal|herbal	floral fruity|citrusy
Α-Isomethylionone	127-51-5	floral	
Α-Isomethylionyl Acetate	68555-61-3	floral	floral earthy|woody
Α-Methyl-Β-Hydroxypropyl Α-Methyl-Β-Mercaptopropyl Sulfide		savory|meaty savory|cooked	sharp|sulfurous
Α-Methylbenzyl Acetate		sharp|sour floral sharp|bitter	fruity floral sharp|bitter
Α-Methylbenzyl Alcohol		floral	
Α-Methylbenzyl Butyrate	3460-44-4	fruity floral sharp|sour	fruity
Α-Methylbenzyl Formate	7775-38-4	sharp|sour floral earthy|woody	floral
Α-Methylbenzyl Isobutyrate	7775-39-5	floral sharp|sour	
Α-Methylbenzyl Propionate	120-45-6	floral sharp|sour	fruity|citrusy
Α-Methylcinnamaldehyde	101-39-3	sharp|spicy vegetal|herbal	sharp|spicy
Α-Methylphenethyl Butyrate	68922-11-2	dairy	
Α-Phellandrene		minty vegetal|herbal fruity|citrusy	
Α-Pinene		earthy|woody sharp|chemical fruity|citrusy	fruity
Α-Propylphenethyl Alcohol	705-73-7	earthy	fruity
Β-Caryophyllene		sharp|spicy vegetal|herbal	sharp|spicy
Β-Caryophyllene Oxide	1139-30-6	fruity earthy|woody	earthy|woody
Β-Ionol	22029-76-1	sharp|sour floral brown	floral
Β-Ionone	14901-07-6	sharp|sour fruity floral earthy|woody	
Β-Ionyl Acetate	22030-19-9	fruity|berry	vegetal earthy|woody fruity|berry
Β-Methylphenethyl Alcohol	1123-85-9	floral	
Β-Naphthyl Ethyl Ether		fruity floral	fruity|berry
Β-Naphthyl Isobutyl Ether	2173-57-1	fruity floral	
Β-Naphthyl Methyl Ether		fruity floral fruity|berry	fruity|berry
Β-Pinene	127-91-3	earthy|woody	brown sharp|spicy vegetal|herbal
Β-Terpinyl Anthranilate	14481-52-8	sharp|sour fruity sharp|bitter	fruity sharp|bitter
Γ-Butyrolactone		dairy sharp|sour fatty sharp|bitter brown	savory|cooked dairy sharp|bitter earthy|nutty brown
Γ-Decalactone	706-14-9	fruity fruity|berry dairy sharp|sour fatty	
Γ-Dodecalactone	2305-05-7	fruity fatty dairy	fruity fatty dairy
Γ-Heptalactone	105-21-5	sweet brown vegetal|herbal	sweet brown vegetal|herbal
Γ-Hexalactone	695-06-7	sweet brown vegetal|herbal	sweet brown
Γ-Methyldecalactone	7011-83-8	floral sharp|sour	
Γ-Nonalactone	104-61-0	sharp|sour brown	brown
Γ-Octalactone		fruity brown	brown
Γ-Undecalactone	104-67-6	fruity starchy	fruity
Γ-Valerolactone	108-29-2	sharp|sour vegetal|herbal	
Δ-Damascone	41436-42-4	fruity	earthy|woody
Δ-Decalactone	705-86-2	fruity sharp|sour	fruity
Δ-Dodecalactone	713-95-1	sharp|sour brown fatty dairy	fruity fruity|berry
Δ-Hexalactone	823-22-3	brown	
Δ-Octalactone	698-76-0	brown dairy	brown fatty
Δ-Undecalactone	710-04-3	fruity	fruity brown fruity|berry
Ε-Decalactone	5579-78-2	starchy dairy	
Ε-Dodecalactone	16429-21-3	fruity vegetal|vegetable	
Ω-6-Hexadecenlactone		floral earthy|woody	vegetal fruity|berry
Ω-Pentadecalactone	106-02-5	earthy|woody	brown|vanilla
